nama,lokasi
gayam,kacamantan
malo,kacamantan
kalitidu,kacamantan
bojonegoro,kacamantan
taman krocok,kacamantan
tegalampel,kacamantan
sempol,kacamantan
sumber wringin,kacamantan
sukosari,kacamantan
cermee,kacamantan
prajekan,kacamantan
botolinggo,kacamantan
klabang,kacamantan
tapen,kacamantan
tenggarang,kacamantan
tlogosari,kacamantan
pujer,kacamantan
jambe sari darus sholah,kacamantan
tamanan,kacamantan
maesan,kacamantan
grujugan,kacamantan
wringin,kacamantan
binakal,kacamantan
curahdami,kacamantan
bondowoso,kacamantan
sangkapura,kacamantan
driyorejo,kacamantan
wringin anom,kacamantan
kedamean,kacamantan
menganti,kacamantan
balong panggang,kacamantan
benjeng,kacamantan
cerme,kacamantan
duduk sampeyan,kacamantan
panceng,kacamantan
ujung pangkah,kacamantan
sidayu,kacamantan
bungah,kacamantan
manyar,kacamantan
kebomas,kacamantan
gresik,kacamantan
ledokombo,kacamantan
sumber jambe,kacamantan
sukowono,kacamantan
kalisat,kacamantan
jelbuk,kacamantan
arjasa,kacamantan
silo,kacamantan
mayang,kacamantan
pakusari,kacamantan
ajung,kacamantan
mumbulsari,kacamantan
tempurejo,kacamantan
ambulu,kacamantan
jenggawah,kacamantan
kencong,kacamantan
umbulsari,kacamantan
gumuk mas,kacamantan
puger,kacamantan
wuluhan,kacamantan
balung,kacamantan
semboro,kacamantan
sumber baru,kacamantan
tanggul,kacamantan
bangsalsari,kacamantan
panti,kacamantan
rambipuji,kacamantan
sukorambi,kacamantan
kaliwates,kacamantan
sumber sari,kacamantan
patrang,kacamantan
jogoroto,kacamantan
sumobito,kacamantan
mojoagung,kacamantan
peterongan,kacamantan
mojowarno,kacamantan
bareng,kacamantan
ngoro,kacamantan
diwek,kacamantan
gudo,kacamantan
bandar kedung mulyo,kacamantan
perak,kacamantan
megaluh,kacamantan
plandaan,kacamantan
kabuh,kacamantan
kudu,kacamantan
ngusikan,kacamantan
ploso,kacamantan
tembelang,kacamantan
kepung,kacamantan
puncu,kacamantan
ngancar,kacamantan
pare,kacamantan
badas,kacamantan
pagu,kacamantan
kayen kidul,kacamantan
gampengrejo,kacamantan
gurah,kacamantan
ringinrejo,kacamantan
plosoklaten,kacamantan
kandat,kacamantan
kras,kacamantan
ngadiluwih,kacamantan
mojo,kacamantan
semen,kacamantan
banyakan,kacamantan
kunjang,kacamantan
plemahan,kacamantan
purwoasri,kacamantan
papar,kacamantan
tarokan,kacamantan
pesantren,kacamantan
kediri kota,kacamantan
mojoroto,kacamantan
karangbinangun,kacamantan
deket,kacamantan
sambeng,kacamantan
mantup,kacamantan
kembangbahu,kacamantan
tikung,kacamantan
sarirejo,kacamantan
sukorame,kacamantan
modo,kacamantan
bluluk,kacamantan
ngimbang,kacamantan
kedungpring,kacamantan
babat,kacamantan
solokuro,kacamantan
paciran,kacamantan
brondong,kacamantan
laren,kacamantan
sekaran,kacamantan
maduran,kacamantan
pucuk,kacamantan
sugio,kacamantan
kalitengah,kacamantan
karang geneng,kacamantan
sukodadi,kacamantan
lamongan,kacamantan
kunir,kacamantan
yosowilangun,kacamantan
tekung,kacamantan
tempursari,kacamantan
pronojiwo,kacamantan
candipuro,kacamantan
pasirian,kacamantan
tempeh,kacamantan
senduro,kacamantan
pasrujambe/pasujambe,kacamantan
rowokangkung,kacamantan
kedungjajang,kacamantan
ranuyoso,kacamantan
klakah,kacamantan
randuagung,kacamantan
gucialit,kacamantan
padang,kacamantan
sumbersuko,kacamantan
lumajang,kacamantan
kare,kacamantan
wungu,kacamantan
dolopo,kacamantan
kebonsari,kacamantan
dagangan,kacamantan
sawahan,kacamantan
jiwan,kacamantan
wonoasri,kacamantan
gemarang,kacamantan
saradan,kacamantan
pilangkenceng,kacamantan
mejayan,kacamantan
balerejo,kacamantan
madiun,kacamantan
manguharjo,kacamantan
kartoharjo,kacamantan
karas,kacamantan
barat,kacamantan
karangrejo,kacamantan
kartoharjo (kertoharjo),kacamantan
maospati,kacamantan
sukomoro,kacamantan
bendo,kacamantan
takeran,kacamantan
kawedanan,kacamantan
lembeyan,kacamantan
parang,kacamantan
poncol,kacamantan
plaosan,kacamantan
ngariboyo,kacamantan
panekan,kacamantan
magetan,kacamantan
kasembon,kacamantan
ngantang,kacamantan
pujon,kacamantan
lawang,kacamantan
tirtoyudo,kacamantan
dampit,kacamantan
bantur,kacamantan
gedangan,kacamantan
sumbermanjing wetan,kacamantan
turen,kacamantan
gondanglegi,kacamantan
wajak,kacamantan
tajinan,kacamantan
bululawang,kacamantan
pagak,kacamantan
donomulyo,kacamantan
kalipare,kacamantan
sumberpucung,kacamantan
kromengan,kacamantan
ngajung (ngajum),kacamantan
kepanjen,kacamantan
pakisaji,kacamantan
wagir,kacamantan
poncokusumo,kacamantan
tumpang,kacamantan
jabung,kacamantan
singosari,kacamantan
karangploso,kacamantan
dau,kacamantan
sukun,kacamantan
lowokwaru,kacamantan
kedungkandang,kacamantan
blimbing,kacamantan
klojen,kacamantan
pungging,kacamantan
kutorejo,kacamantan
mojosari,kacamantan
bangsal,kacamantan
trawas,kacamantan
jatirejo,kacamantan
dlanggu,kacamantan
mojoanyar,kacamantan
puri,kacamantan
trowulan,kacamantan
sooko,kacamantan
dawar blandong,kacamantan
kemlagi,kacamantan
gedeg,kacamantan
prajurit kulon,kacamantan
magersari,kacamantan
prambon,kacamantan
tanjunganom,kacamantan
ngetos,kacamantan
berbek,kacamantan
pace,kacamantan
loceret,kacamantan
wilangan,kacamantan
bagor,kacamantan
rejoso,kacamantan
ngluyu,kacamantan
nganjuk,kacamantan
ngronggot,kacamantan
baron,kacamantan
jatikalen,kacamantan
patianrowo,kacamantan
kertosono,kacamantan
karangjati,kacamantan
kwadungan,kacamantan
pangkur,kacamantan
padas,kacamantan
kasreman,kacamantan
geneng,kacamantan
gerih,kacamantan
sine,kacamantan
ngrambe,kacamantan
jogorogo,kacamantan
mantingan,kacamantan
widodaren,kacamantan
kedunggalar,kacamantan
paron,kacamantan
pitu,kacamantan
ngawi,kacamantan
nawangan,kacamantan
tegalombo,kacamantan
arjosari,kacamantan
sudimoro,kacamantan
tulakan,kacamantan
kebon agung,kacamantan
punung,kacamantan
pringkuku,kacamantan
pacitan,kacamantan
tlanakan,kacamantan
proppo,kacamantan
palenga'an,kacamantan
pegantenan,kacamantan
pasean,kacamantan
kadur,kacamantan
batumarmar,kacamantan
waru,kacamantan
pakong,kacamantan
pademawu,kacamantan
pamekasan,kacamantan
lekok,kacamantan
nguling,kacamantan
grati,kacamantan
lumbang,kacamantan
winongan,kacamantan
tosari,kacamantan
puspo,kacamantan
pasrepan,kacamantan
gondang wetan,kacamantan
wonorejo,kacamantan
kejayan,kacamantan
pohjentrek,kacamantan
tutur,kacamantan
prigen,kacamantan
pandaan,kacamantan
bangil,kacamantan
gadingrejo,kacamantan
bugul kidul,kacamantan
ngebel,kacamantan
jenangan,kacamantan
babadan,kacamantan
pulung,kacamantan
sawoo,kacamantan
sambit,kacamantan
mlarak,kacamantan
siman,kacamantan
ngrayun,kacamantan
slahung,kacamantan
bungkal,kacamantan
balong,kacamantan
jambon,kacamantan
badegan,kacamantan
sampung,kacamantan
kauman,kacamantan
ponorogo,kacamantan
pudak,kacamantan
kota anyar,kacamantan
gading,kacamantan
pakuniran,kacamantan
paiton,kacamantan
krucil,kacamantan
tiris,kacamantan
krejengan,kacamantan
besuk,kacamantan
bantaran,kacamantan
kraksaan,kacamantan
pajarakan,kacamantan
maron,kacamantan
banyu anyar,kacamantan
tegal siwalan,kacamantan
leces,kacamantan
gending,kacamantan
dringu,kacamantan
kuripan,kacamantan
sukapura,kacamantan
wonomerto,kacamantan
tongas,kacamantan
sumberasih,kacamantan
wonoasih,kacamantan
kedopok (kedopak),kacamantan
mayangan,kacamantan
kanigaran,kacamantan
omben,kacamantan
camplong,kacamantan
sreseh,kacamantan
jrengik,kacamantan
torjun,kacamantan
pangarengan,kacamantan
banyuates,kacamantan
sokobanah,kacamantan
ketapang,kacamantan
robatal,kacamantan
karang penang,kacamantan
tambelangan,kacamantan
kedungdung,kacamantan
jabon,kacamantan
krembung,kacamantan
porong,kacamantan
tulangan,kacamantan
tanggulangin,kacamantan
candi,kacamantan
tarik,kacamantan
balongbendo,kacamantan
krian,kacamantan
wonoayu,kacamantan
sedati,kacamantan
buduran,kacamantan
sidoarjo,kacamantan
asembagus,kacamantan
jangkar,kacamantan
mangaran,kacamantan
kapongan,kacamantan
banyuglugur,kacamantan
bungatan,kacamantan
jatibanteng,kacamantan
besuki,kacamantan
sumbermalang,kacamantan
suboh,kacamantan
mlandingan,kacamantan
kendit,kacamantan
panarukan,kacamantan
panji,kacamantan
situbondo,kacamantan
sapeken,kacamantan
masalembu,kacamantan
kangayan,kacamantan
ra'as (raas),kacamantan
nonggunong,kacamantan
gili ginting (giligenteng),kacamantan
talango,kacamantan
dungkek,kacamantan
batang batang,kacamantan
gapura,kacamantan
kalianget,kacamantan
saronggi,kacamantan
bluto,kacamantan
pragaan,kacamantan
guluk guluk,kacamantan
ganding,kacamantan
lenteng,kacamantan
pasongsongan,kacamantan
rubaru,kacamantan
ambunten,kacamantan
dasuk,kacamantan
batuputih,kacamantan
manding,kacamantan
batuan,kacamantan
kota sumenep,kacamantan
tenggilis mejoyo,kacamantan
rungkut,kacamantan
gununganyar,kacamantan
gubeng,kacamantan
sukomanunggal,kacamantan
wonokromo,kacamantan
wonocolo,kacamantan
gayungan,kacamantan
jambangan,kacamantan
wiyung,kacamantan
dukuh pakis,kacamantan
karangpilang,kacamantan
sambikerep,kacamantan
lakar santri,kacamantan
benowo,kacamantan
pakal,kacamantan
tandes,kacamantan
asemrowo,kacamantan
krembangan,kacamantan
bubutan,kacamantan
pabean cantikan,kacamantan
semampir,kacamantan
simokerto,kacamantan
kenjeran,kacamantan
bulak,kacamantan
mulyorejo,kacamantan
watulimo,kacamantan
durenan,kacamantan
kampak,kacamantan
pogalan,kacamantan
munjungan,kacamantan
panggul,kacamantan
dongko,kacamantan
pule,kacamantan
karangan,kacamantan
bendungan,kacamantan
trenggalek,kacamantan
palang,kacamantan
widang,kacamantan
plumpang,kacamantan
semanding,kacamantan
soko,kacamantan
grabagan,kacamantan
rengel,kacamantan
parengan,kacamantan
senori,kacamantan
merakurak,kacamantan
bangilan,kacamantan
kenduruan,kacamantan
jatirogo,kacamantan
singgahan,kacamantan
montong,kacamantan
kerek,kacamantan
bancar,kacamantan
tambakboyo,kacamantan
jenu,kacamantan
tuban,kacamantan
rejotangan,kacamantan
ngunut,kacamantan
sumbergempol,kacamantan
pucanglaban,kacamantan
tanggung gunung,kacamantan
kalidawir,kacamantan
pakel,kacamantan
campur darat,kacamantan
pagerwojo,kacamantan
sendang,kacamantan
karang rejo,kacamantan
ngantru,kacamantan
boyolangu,kacamantan
kedungwaru,kacamantan
tulungagung,kacamantan
siding,kacamantan
jagoi babang,kacamantan
seluas,kacamantan
sanggau ledo,kacamantan
ledo,kacamantan
lumar,kacamantan
suti semarang,kacamantan
samalantan,kacamantan
lembah bawang,kacamantan
sungai raya kepulauan,kacamantan
sungai raya,kacamantan
capkala,kacamantan
tujuh belas,kacamantan
teriak,kacamantan
bengkayang,kacamantan
sungai betung,kacamantan
monterado,kacamantan
suhaid,kacamantan
silat hulu,kacamantan
silat hilir,kacamantan
seberuang,kacamantan
semitau,kacamantan
puring kencana,kacamantan
empanang,kacamantan
batang lupar,kacamantan
selimbau,kacamantan
hulu gurung,kacamantan
jongkong (jengkong),kacamantan
bunut hulu,kacamantan
bunut hilir,kacamantan
pengkadan (batu datu),kacamantan
boyan tanjung,kacamantan
mentebah,kacamantan
kalis,kacamantan
embaloh hulu,kacamantan
embaloh hilir,kacamantan
bika,kacamantan
putussibau selatan,kacamantan
putussibau utara,kacamantan
seponti,kacamantan
teluk batang,kacamantan
pulau maya (pulau maya karimata),kacamantan
kepulauan karimata,kacamantan
simpang hilir,kacamantan
jelai hulu,kacamantan
pemahan,kacamantan
tumbang titi,kacamantan
sungai melayu rayak,kacamantan
nanga tayap,kacamantan
sungai laur,kacamantan
hulu sungai,kacamantan
sandai,kacamantan
manis mata,kacamantan
singkup,kacamantan
air upas,kacamantan
marau,kacamantan
kendawangan,kacamantan
simpang hulu,kacamantan
simpang dua,kacamantan
benua kayong,kacamantan
matan hilir selatan,kacamantan
muara pawan,kacamantan
matan hilir utara,kacamantan
delta pawan,kacamantan
sei/sungai ambawang,kacamantan
terentang,kacamantan
sei/sungai raya,kacamantan
batu ampar,kacamantan
teluk/telok pakedai,kacamantan
rasau jaya,kacamantan
sei/sungai kakap,kacamantan
kuala mandor-b,kacamantan
kuala behe,kacamantan
meranti,kacamantan
air besar,kacamantan
banyuke hulu,kacamantan
menyuke,kacamantan
mempawah hulu,kacamantan
sompak,kacamantan
menjalin,kacamantan
sebangki,kacamantan
jelimpo,kacamantan
ngabang,kacamantan
sengah temila,kacamantan
mandor,kacamantan
menukung,kacamantan
ella hilir,kacamantan
sokan,kacamantan
tanah pinoh barat,kacamantan
tanah pinoh,kacamantan
sayan,kacamantan
pinoh utara,kacamantan
nanga pinoh,kacamantan
pinoh selatan,kacamantan
belimbing,kacamantan
belimbing hulu,kacamantan
mempawah hilir,kacamantan
mempawah timur,kacamantan
sei/sungai kunyit,kacamantan
toho,kacamantan
sadaniang,kacamantan
sei/sungai pinyuh,kacamantan
anjongan,kacamantan
siantan,kacamantan
segedong,kacamantan
pontianak utara,kacamantan
pontianak timur,kacamantan
pontianak tenggara,kacamantan
pontianak selatan,kacamantan
pontianak kota,kacamantan
pontianak barat,kacamantan
sajingan besar,kacamantan
paloh,kacamantan
teluk keramat,kacamantan
tekarang,kacamantan
tangaran,kacamantan
sejangkung,kacamantan
sambas,kacamantan
sebawi,kacamantan
sajad,kacamantan
tebas,kacamantan
jawai,kacamantan
galing,kacamantan
semparuk,kacamantan
salatiga,kacamantan
pemangkat,kacamantan
selakau,kacamantan
selakau timur,kacamantan
jawai selatan,kacamantan
jangkang,kacamantan
mukok,kacamantan
toba,kacamantan
meliau,kacamantan
tayan hilir,kacamantan
balai,kacamantan
tayan hulu,kacamantan
parindu,kacamantan
entikong,kacamantan
sekayam,kacamantan
beduai (beduwai),kacamantan
noyan,kacamantan
kembayan,kacamantan
bonti,kacamantan
kapuas (sanggau kapuas),kacamantan
belitang,kacamantan
belitang hulu,kacamantan
belitang hilir,kacamantan
nanga mahap,kacamantan
nanga taman,kacamantan
sekadau hulu,kacamantan
sekadau hilir,kacamantan
singkawang timur,kacamantan
singkawang selatan,kacamantan
singkawang utara,kacamantan
singkawang barat,kacamantan
singkawang tengah,kacamantan
kayan hulu,kacamantan
kayan hilir,kacamantan
dedai,kacamantan
ambalau,kacamantan
serawai (nanga serawai),kacamantan
binjai hulu,kacamantan
sepauk,kacamantan
tempunak,kacamantan
kelam permai,kacamantan
sungai tebelian,kacamantan
ketungau hulu,kacamantan
ketungau tengah,kacamantan
ketungau hilir,kacamantan
sintang,kacamantan
halong,kacamantan
juai,kacamantan
awayan,kacamantan
batu mandi,kacamantan
paringin selatan,kacamantan
paringin,kacamantan
lampihong,kacamantan
martapura kota,kacamantan
sei/sungai pinang,kacamantan
peramasan,kacamantan
sambung makmur,kacamantan
pengaron,kacamantan
telaga bauntung,kacamantan
simpang empat,kacamantan
mataraman,kacamantan
aranio,kacamantan
astambul,kacamantan
karang intan,kacamantan
aluh-aluh,kacamantan
beruntung baru,kacamantan
tatah makmur,kacamantan
kertak hanyar,kacamantan
sei/sungai tabuk,kacamantan
gambut,kacamantan
martapura barat,kacamantan
martapura timur,kacamantan
cempaka,kacamantan
liang anggang,kacamantan
landasan ulin,kacamantan
banjar baru utara,kacamantan
banjar baru selatan,kacamantan
banjarmasin selatan,kacamantan
banjarmasin barat,kacamantan
banjarmasin tengah,kacamantan
banjarmasin timur,kacamantan
banjarmasin utara,kacamantan
alalak,kacamantan
mandastana,kacamantan
jejangkit,kacamantan
cerbon,kacamantan
mekar sari,kacamantan
tabunganen,kacamantan
tamban,kacamantan
anjir pasar,kacamantan
anjir muara,kacamantan
belawang,kacamantan
wanaraya,kacamantan
barambai,kacamantan
rantau badauh,kacamantan
tabukan,kacamantan
bakumpai,kacamantan
marabahan,kacamantan
telaga langsat,kacamantan
angkinang,kacamantan
loksado,kacamantan
padang batung,kacamantan
kalumpang (kelumpang),kacamantan
simpur,kacamantan
daha utara,kacamantan
daha selatan,kacamantan
daha barat,kacamantan
batang alai utara,kacamantan
limpasu,kacamantan
batang alai timur,kacamantan
batang alai selatan,kacamantan
hantakan,kacamantan
batu benawa,kacamantan
haruyan,kacamantan
labuan amas utara,kacamantan
labuan amas selatan,kacamantan
pandawan,kacamantan
barabai,kacamantan
haur gading,kacamantan
amuntai utara,kacamantan
sungai pandan,kacamantan
sungai tabukan,kacamantan
babirik,kacamantan
danau panggang,kacamantan
paminggir,kacamantan
amuntai selatan,kacamantan
amuntai tengah,kacamantan
banjang,kacamantan
pulau sembilan,kacamantan
pamukan utara,kacamantan
pamukan barat,kacamantan
pamukan selatan,kacamantan
sungai durian,kacamantan
kelumpang barat,kacamantan
sampanahan,kacamantan
kelumpang utara,kacamantan
kelumpang tengah,kacamantan
hampang,kacamantan
kelumpang hulu,kacamantan
kelumpang hilir,kacamantan
kelumpang selatan,kacamantan
pulau laut tengah,kacamantan
pulau sebuku,kacamantan
pulau laut selatan,kacamantan
pulau laut kepulauan,kacamantan
pulau laut barat,kacamantan
pulau laut tanjung selayar,kacamantan
pulau laut timur,kacamantan
pulau laut utara,kacamantan
banua lawas,kacamantan
upau,kacamantan
jaro,kacamantan
muara uya,kacamantan
haruai,kacamantan
bintang ara,kacamantan
murung pudak,kacamantan
tanta,kacamantan
muara harus,kacamantan
pugaan,kacamantan
kelua (klua),kacamantan
satui,kacamantan
sungai loban,kacamantan
kuranji,kacamantan
kusan hilir,kacamantan
batulicin,kacamantan
kusan hulu,kacamantan
karang bintang,kacamantan
mantewe,kacamantan
kintap,kacamantan
jorong,kacamantan
panyipatan,kacamantan
takisung,kacamantan
tambang ulang,kacamantan
kurau,kacamantan
bumi makmur,kacamantan
bati-bati,kacamantan
pelaihari,kacamantan
bajuin,kacamantan
piani,kacamantan
salam babaris,kacamantan
hatungun,kacamantan
tapin selatan,kacamantan
candi laras utara,kacamantan
candi laras selatan,kacamantan
tapin tengah,kacamantan
lokpaikat,kacamantan
bungur,kacamantan
bakarangan,kacamantan
tapin utara,kacamantan
jenamas,kacamantan
dusun hilir,kacamantan
karau kuala,kacamantan
gunung bintang awai,kacamantan
dusun utara,kacamantan
dusun selatan,kacamantan
awang,kacamantan
patangkep tutui,kacamantan
benua lima,kacamantan
pematang karau,kacamantan
karusen janang,kacamantan
raren batuah,kacamantan
paku,kacamantan
dusun tengah,kacamantan
dusun timur,kacamantan
paju epat,kacamantan
teweh timur,kacamantan
teweh baru,kacamantan
gunung purei,kacamantan
gunung timang,kacamantan
montallat (montalat),kacamantan
lahei barat,kacamantan
lahei,kacamantan
teweh selatan,kacamantan
teweh tengah,kacamantan
mihing raya,kacamantan
sepang (sepang simin),kacamantan
manuhing,kacamantan
manuhing raya,kacamantan
rungan barat,kacamantan
rungan hulu,kacamantan
rungan,kacamantan
kahayan hulu utara,kacamantan
miri manasa,kacamantan
damang batu,kacamantan
tewah,kacamantan
kurun,kacamantan
mandau talawang,kacamantan
kapuas hulu,kacamantan
dadahup,kacamantan
kapuas murung,kacamantan
pulau petak,kacamantan
tamban catur,kacamantan
kapuas kuala,kacamantan
kapuas timur,kacamantan
basarang,kacamantan
pasak talawang,kacamantan
kapuas tengah,kacamantan
timpah,kacamantan
mantangai,kacamantan
kapuas barat,kacamantan
kapuas hilir,kacamantan
bataguh,kacamantan
mendawai,kacamantan
katingan kuala,kacamantan
kamipang,kacamantan
tasik payawan,kacamantan
katingan hulu,kacamantan
bukit raya,kacamantan
marikit,kacamantan
sanaman mantikei (senamang mantikei),kacamantan
petak malai,kacamantan
katingan tengah,kacamantan
pulau malan,kacamantan
tewang sanggalang garing (sangalang),kacamantan
katingan hilir,kacamantan
pangkalan lada,kacamantan
pangkalan banteng,kacamantan
kumai,kacamantan
kotawaringin lama,kacamantan
arut utara,kacamantan
arut selatan,kacamantan
teluk sampit,kacamantan
mentaya hilir selatan,kacamantan
pulau hanaut,kacamantan
mentaya hilir utara,kacamantan
bukit santuei,kacamantan
mentaya hulu,kacamantan
telaga antang,kacamantan
tualan hulu,kacamantan
parenggean,kacamantan
cempaga hulu,kacamantan
cempaga,kacamantan
telawang,kacamantan
kota besi,kacamantan
antang kalang,kacamantan
mentawa baru (ketapang),kacamantan
seranau,kacamantan
baamang,kacamantan
delang,kacamantan
batangkawa,kacamantan
lamandau,kacamantan
belantikan raya,kacamantan
bulik,kacamantan
sematu jaya,kacamantan
menthobi raya,kacamantan
bulik timur,kacamantan
barito tuhup raya,kacamantan
laung tuhup,kacamantan
uut murung,kacamantan
seribu riam,kacamantan
sumber barito,kacamantan
permata intan,kacamantan
sungai babuat,kacamantan
tanah siang,kacamantan
tanah siang selatan,kacamantan
murung,kacamantan
rakumpit,kacamantan
bukit batu,kacamantan
sebangau,kacamantan
jekan raya,kacamantan
pahandut,kacamantan
sebangau kuala,kacamantan
maliku,kacamantan
kahayan kuala,kacamantan
pandih batu,kacamantan
banama tingang,kacamantan
kahayan tengah,kacamantan
kahayan hilir,kacamantan
jabiren raya,kacamantan
seruyan hulu,kacamantan
suling tambun,kacamantan
seruyan tengah,kacamantan
danau seluluk,kacamantan
hanau,kacamantan
danau sembuluh,kacamantan
seruyan raya,kacamantan
seruyan hilir,kacamantan
seruyan hilir timur,kacamantan
permata kecubung,kacamantan
balai riam,kacamantan
sukamara,kacamantan
pantai lunci,kacamantan
jelai,kacamantan
balikpapan utara,kacamantan
balikpapan barat,kacamantan
balikpapan tengah,kacamantan
balikpapan timur,kacamantan
balikpapan selatan,kacamantan
balikpapan kota,kacamantan
derawan (pulau derawan),kacamantan
maratua,kacamantan
biduk-biduk,kacamantan
batu putih,kacamantan
talisayan,kacamantan
tabalar,kacamantan
biatan,kacamantan
sambaliung,kacamantan
kelay,kacamantan
segah,kacamantan
gunung tabur,kacamantan
teluk bayur,kacamantan
tanjung redeb,kacamantan
bontang barat,kacamantan
bontang selatan,kacamantan
bontang utara,kacamantan
long hubung,kacamantan
laham,kacamantan
bentian besar,kacamantan
damai,kacamantan
nyuatan,kacamantan
barong tongkok,kacamantan
muara lawa,kacamantan
muara pahu,kacamantan
siluq ngurai,kacamantan
manor bulatin (mook manaar bulatn),kacamantan
jempang,kacamantan
bongan,kacamantan
long apari,kacamantan
long pahangai,kacamantan
long bagun,kacamantan
tering,kacamantan
long iram,kacamantan
sekolaq darat,kacamantan
melak,kacamantan
penyinggahan,kacamantan
linggang bigung,kacamantan
anggana,kacamantan
tenggarong seberang,kacamantan
loa kulu,kacamantan
kenohan,kacamantan
muara muntai,kacamantan
kota bangun,kacamantan
muara wis,kacamantan
tabang,kacamantan
kembang janggut,kacamantan
muara kaman,kacamantan
sebulu,kacamantan
tenggarong,kacamantan
loa janan,kacamantan
marang kayu,kacamantan
muara badak,kacamantan
samboja (semboja),kacamantan
muara jawa,kacamantan
sanga-sanga,kacamantan
sandaran,kacamantan
sangkulirang,kacamantan
rantau pulung,kacamantan
sangatta selatan,kacamantan
teluk pandan,kacamantan
sangatta utara,kacamantan
long mesangat (mesengat),kacamantan
muara ancalong,kacamantan
muara wahau,kacamantan
muara bengkal,kacamantan
kaubun,kacamantan
bengalon,kacamantan
kaliorang,kacamantan
busang,kacamantan
kongbeng,kacamantan
telen,kacamantan
long kali,kacamantan
long ikis,kacamantan
kuaro,kacamantan
pasir belengkong,kacamantan
tanjung harapan,kacamantan
batu engau,kacamantan
muara komam,kacamantan
muara samu,kacamantan
batu sopang,kacamantan
tanah grogot,kacamantan
babulu,kacamantan
sepaku,kacamantan
penajam,kacamantan
samarinda ulu,kacamantan
palaran,kacamantan
loa janan ilir,kacamantan
samarinda seberang,kacamantan
sungai kunjang,kacamantan
samarinda kota,kacamantan
samarinda utara,kacamantan
sungai pinang,kacamantan
samarinda ilir,kacamantan
sambutan,kacamantan
pulau bunyu,kacamantan
sekatak,kacamantan
peso hilir/ilir,kacamantan
peso,kacamantan
tanjung palas barat,kacamantan
tanjung palas,kacamantan
tanjung palas tengah,kacamantan
tanjung palas timur,kacamantan
tanjung palas utara,kacamantan
tanjung selor,kacamantan
kayan selatan,kacamantan
sungai boh,kacamantan
bahau hulu,kacamantan
pujungan,kacamantan
sungai tubu,kacamantan
mentarang,kacamantan
malinau barat,kacamantan
malinau selatan hulu,kacamantan
malinau selatan hilir,kacamantan
malinau kota,kacamantan
malinau utara,kacamantan
malinau selatan,kacamantan
mentarang hulu,kacamantan
sebatik,kacamantan
sebatik timur,kacamantan
sebatik barat,kacamantan
sebatik utara,kacamantan
sebatik tengah,kacamantan
tulin onsoi,kacamantan
sebuku,kacamantan
nunukan selatan,kacamantan
sei menggaris,kacamantan
nunukan,kacamantan
lumbis ogong,kacamantan
lumbis,kacamantan
krayan,kacamantan
krayan selatan,kacamantan
sembakung,kacamantan
tana lia (tanah lia),kacamantan
sesayap,kacamantan
sesayap hilir,kacamantan
betayau,kacamantan
tarakan timur,kacamantan
tarakan utara,kacamantan
tarakan tengah,kacamantan
tarakan barat,kacamantan
galang,kacamantan
bulang,kacamantan
nongsa,kacamantan
batam kota,kacamantan
bengkong,kacamantan
lubuk baja,kacamantan
sagulung,kacamantan
batu aji,kacamantan
sei/sungai beduk,kacamantan
sekupang,kacamantan
belakang padang,kacamantan
tambelan,kacamantan
seri/sri kuala lobam,kacamantan
bintan utara,kacamantan
teluk sebong,kacamantan
toapaya,kacamantan
gunung kijang,kacamantan
bintan timur,kacamantan
bintan pesisir,kacamantan
mantang,kacamantan
teluk bintan,kacamantan
durai,kacamantan
meral,kacamantan
buru,kacamantan
meral barat,kacamantan
tebing,kacamantan
moro,kacamantan
kundur utara,kacamantan
belat,kacamantan
kundur,kacamantan
ungar,kacamantan
kundur barat,kacamantan
karimun,kacamantan
jemaja timur,kacamantan
jemaja,kacamantan
siantan selatan,kacamantan
siantan timur,kacamantan
siantan tengah,kacamantan
palmatak,kacamantan
singkep barat,kacamantan
lingga utara,kacamantan
senayang,kacamantan
selayar,kacamantan
lingga timur,kacamantan
lingga,kacamantan
singkep,kacamantan
singkep pesisir,kacamantan
midai,kacamantan
bunguran utara,kacamantan
pulau tiga,kacamantan
bunguran tengah,kacamantan
pulau laut,kacamantan
bunguran timur laut,kacamantan
bunguran timur,kacamantan
bunguran selatan,kacamantan
bunguran barat,kacamantan
subi,kacamantan
serasan,kacamantan
serasan timur,kacamantan
tanjung pinang timur,kacamantan
bukit bestari,kacamantan
tanjung pinang kota,kacamantan
tanjung pinang barat,kacamantan
panjang,kacamantan
telukbetung barat,kacamantan
telukbetung timur,kacamantan
telukbetung selatan,kacamantan
bumi waras,kacamantan
telukbetung utara,kacamantan
enggal,kacamantan
kemiling,kacamantan
tanjung karang barat,kacamantan
langkapura,kacamantan
labuhan ratu,kacamantan
kedaton,kacamantan
rajabasa,kacamantan
tanjung senang,kacamantan
way halim,kacamantan
kedamaian,kacamantan
tanjung karang timur,kacamantan
tanjung karang pusat,kacamantan
sekincau,kacamantan
pagar dewa,kacamantan
way tenong,kacamantan
suoh,kacamantan
bandar negeri suoh,kacamantan
batu brak,kacamantan
lumbok seminung,kacamantan
sukau,kacamantan
batu ketulis,kacamantan
belalau,kacamantan
sumber jaya,kacamantan
gedung surian,kacamantan
kebun tebu,kacamantan
balik bukit,kacamantan
palas,kacamantan
penengahan,kacamantan
bakauheni,kacamantan
kalianda,kacamantan
katibung,kacamantan
